navn;Antall;
3308 ELVIK;209;
3309 EGENES;209;
3310 BRUBAKKEN;209;
3311 BRAASTAD;209;
3312 ABDALLAH;209;
3313 SKULAND;208;
3314 ROKNE;208;
3315 HOBBERSTAD;208;
3316 HEXEBERG;208;
3317 HELGØY;208;
3318 FLØYSVIK;208;
3319 FLAGE;208;
3320 DREVLAND;208;
3321 DEMIR;208;
3322 DALAKER;208;
3323 BRUASET;208;
3324 BJERKVIK;208;
3325 BAKKELI;208;
3326 ALSOS;208;
3327 ØRMEN;207;
3328 VEVANG;207;
3329 SØNDERLAND;207;
3330 SURDAL;207;
3331 SUMSTAD;207;
3332 SKJERPING;207;
3333 RØNHOVDE;207;
3334 REMEN;207;
3335 PLADSEN;207;
3336 NYVOLD;207;
3337 NYHUUS;207;
3338 LUNDESTAD;207;
3339 LILLEENGEN;207;
3340 LAMO;207;
3341 KOLSETH;207;
3342 KJESBU;207;
3343 HAVNEN;207;
3344 HARILA;207;
3345 HALLINGSTAD;207;
3346 FOSSER;207;
3347 ELTON;207;
3348 ALVÆR;207;
3349 ALALI;207;
3350 ØSTERVOLD;206;
3351 ØLMHEIM;206;
3352 WIKER;206;
3353 URSTAD;206;
3354 TVERÅ;206;
3355 TUFTELAND;206;
3356 TRINH;206;
3357 SØNSTEBØ;206;
3358 SVEBERG;206;
3359 SUNDFÆR;206;
3360 SMEDSTAD;206;
3361 RINDEN;206;
3362 QVALE;206;
3363 NØKLAND;206;
3364 MJÅLAND;206;
3365 KROSBY;206;
3366 IVANOVA;206;
3367 HEGGLUND;206;
3368 GRAVDAHL;206;
3369 ENGSETH;206;
3370 DALENG;206;
3371 ASKEVOLD;206;
3372 VILHELMSEN;205;
3373 VIKENE;205;
3374 STAVEM;205;
3375 SKJERDAL;205;
3376 SCHNEIDER;205;
3377 OLDERVIK;205;
3378 OKKENHAUG;205;
3379 MOGEN;205;
3380 MELBØ;205;
3381 MARDAL;205;
3382 LONA;205;
3383 KJÆRNES;205;
3384 HOVIN;205;
3385 HIRSI;205;
3386 HILMARSEN;205;
3387 GULDAHL;205;
3388 GRØNBERG;205;
3389 GRIMNES;205;
3390 GAARD;205;
3391 DALSBØ;205;
3392 BURUD;205;
3393 BJØRKUM;205;
3394 AMINI;205;
3395 ALLUM;205;
3396 ØYNES;204;
3397 VEIVÅG;204;
3398 SJØBLOM;204;
3399 RØNEID;204;
3400 ROLFSNES;204;
3401 RAMSØY;204;
3402 NEPSTAD;204;
3403 KJØDE;204;
3404 JOHNSTAD;204;
3405 ISENE;204;
3406 GUSTAVSON;204;
3407 FLAATEN;204;
3408 DRAMSTAD;204;
3409 ABDULLA;204;
3410 ØVLAND;203;
3411 UNNELAND;203;
3412 TUFT;203;
3413 TRYGGESTAD;203;
3414 TITLESTAD;203;
3415 OSMANI;203;
3416 NOORI;203;
3417 LYSNE;203;
3418 LJONES;203;
3419 LANGEN;203;
3420 KLAVENES;203;
3421 JERSTAD;203;
3422 HARLEM;203;
3423 HALLBERG;203;
3424 GJERLØW;203;
3425 FIMLAND;203;
3426 ERTSÅS;203;
3427 AANDAHL;203;
3428 TØRSTAD;202;
3429 TVENGE;202;
3430 TRÆLAND;202;
3431 TOLO;202;
3432 THINGSTAD;202;
3433 SULEIMAN;202;
3434 RESSEM;202;
3435 RAGE;202;
3436 MOLLAN;202;
3437 HELLEBØ;202;
3438 HARBO;202;
3439 GJØEN;202;
3440 GJERNES;202;
3441 DIESEN;202;
3442 BUSK;202;
3443 BURAAS;202;
3444 BRÆND;202;
3445 BLOMVIK;202;
3446 BJØRSTAD;202;
3447 WENNEVOLD;201;
3448 UGELSTAD;201;
3449 SVELLINGEN;201;
3450 SULEN;201;
3451 STORAKER;201;
3452 RØSNES;201;
3453 ROMUNDSTAD;201;
3454 ROLANDSEN;201;
3455 ROBERG;201;
3456 RISETH;201;
3457 POLDEN;201;
3458 NYGARD;201;
3459 MØRCK;201;
3460 MÆLEN;201;
3461 KORSLUND;201;
3462 KNOTTEN;201;
3463 KLYVE;201;
3464 JEVNAKER;201;
3465 HULT;201;
3466 HOVDAL;201;
3467 HERMANN;201;
3468 BØDTKER;201;
3469 BEYER;201;
3470 AMLIE;201;
3471 AAEN;201;
3472 WANVIK;200;
3473 TØMMERVIK;200;
3474 TOVERUD;200;
3475 TJORE;200;
3476 TENNFJORD;200;
3477 SYNNEVÅG;200;
3478 STUEN;200;
3479 STORMYR;200;
3480 STORLIEN;200;
3481 STALSBERG;200;
3482 SCHULZ;200;
3483 ROSVOLL;200;
3484 NØDLAND;200;
3485 NEDRELID;200;
3486 MJØNES;200;
3487 KALDHEIM;200;
3488 HERFINDAL;200;
3489 HELLAN;200;
3490 HEGGSET;200;
3491 HAVDAL;200;
3492 GYLLAND;200;
3493 FURUHAUG;200;
3494 FRISVOLD;200;
3495 FENNE;200;
3496 FEDJE;200;
3497 BØHMER;200;
3498 BAKSTAD;200;
